"","age","job","marital","education","taxLien","mortgage","taxbill_in_phl","contact","month","day_of_week","campaign","pdays","previous","poutcome","unemploy_rate","cons.price.idx","cons.conf.idx","inflation_rate","spent_on_repairs","y","y_numeric"
"3213",41,"blue-collar","married","basic.6y","no","yes","no","telephone","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",0
"3214",49,"admin.","married","high.school","unknown","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no",0
"3215",50,"management","married","high.school","unknown","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"3216",34,"entrepreneur","married","basic.4y","no","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",0
"3217",47,"management","married","university.degree","no","yes","yes","cellular","aug","mon",3,3,2,"success",-1.7,94.027,-38.3,0.904,4991.6,"no",0
"3218",47,"services","married","high.school","no","no","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",0
"3219",55,"blue-collar","married","basic.6y","unknown","no","yes","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"3220",46,"blue-collar","married","basic.6y","unknown","yes","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"3221",24,"student","single","high.school","no","yes","yes","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no",0
"3222",32,"blue-collar","single","basic.4y","no","yes","yes","cellular","jul","tue",12,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"3223",31,"blue-collar","married","high.school","no","no","yes","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"3224",31,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"3225",29,"entrepreneur","married","high.school","no","yes","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no",0
"3226",48,"blue-collar","married","basic.4y","no","no","yes","cellular","may","mon",7,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no",0
"3227",33,"admin.","married","high.school","no","yes","yes","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",0
"3228",43,"technician","married","university.degree","no","no","yes","cellular","nov","fri",9,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",0
"3229",29,"services","single","high.school","no","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"3230",47,"blue-collar","married","basic.4y","no","yes","yes","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"3231",47,"management","married","university.degree","no","yes","yes","cellular","aug","tue",8,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"3232",33,"admin.","married","basic.9y","no","no","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"3233",56,"entrepreneur","married","university.degree","no","yes","yes","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no",0
"3234",33,"technician","married","university.degree","unknown","yes","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"3235",30,"blue-collar","single","basic.4y","unknown","yes","no","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"3236",36,"management","married","university.degree","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",0
"3237",50,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no",0
"3238",45,"technician","married","high.school","no","yes","yes","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"3239",38,"admin.","single","high.school","no","yes","yes","cellular","apr","thu",1,6,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"yes",1
"3240",31,"unemployed","single","high.school","no","no","yes","cellular","may","thu",2,999,0,"nonexistent",-1.8,93.876,-40,0.692,5008.7,"no",0
"3241",30,"technician","married","professional.course","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"3242",39,"services","married","high.school","no","yes","yes","cellular","jul","thu",29,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",0
"3243",37,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"3244",45,"management","married","unknown","no","yes","yes","cellular","apr","tue",3,7,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"yes",1
"3245",36,"blue-collar","single","basic.9y","unknown","no","yes","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"3246",22,"blue-collar","married","professional.course","no","yes","yes","cellular","jul","fri",4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"3247",33,"entrepreneur","married","university.degree","no","yes","yes","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"3248",37,"technician","single","high.school","no","yes","yes","telephone","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"no",0
"3249",38,"management","married","university.degree","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no",0
"3250",53,"admin.","married","high.school","no","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"3251",31,"technician","married","university.degree","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"3252",44,"management","married","university.degree","no","no","yes","cellular","aug","tue",2,999,2,"failure",-2.9,92.201,-31.4,0.883,5076.2,"yes",1
"3253",31,"services","married","high.school","no","no","yes","telephone","may","wed",6,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"3254",43,"admin.","married","university.degree","unknown","yes","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes",1
"3255",30,"blue-collar","single","basic.9y","unknown","no","yes","telephone","jun","fri",8,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"3256",47,"housemaid","single","basic.4y","no","no","yes","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"3257",28,"blue-collar","married","basic.4y","no","yes","yes","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"3258",33,"unemployed","married","high.school","no","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.264,5099.1,"no",0
"3259",42,"admin.","married","university.degree","no","yes","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes",1
"3260",45,"services","married","high.school","unknown","no","yes","telephone","jun","tue",7,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",0
"3261",32,"services","married","high.school","no","no","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",0
"3262",41,"management","married","high.school","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"3263",50,"blue-collar","married","basic.9y","no","yes","yes","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"yes",1
"3264",42,"blue-collar","married","basic.4y","unknown","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"3265",45,"blue-collar","single","basic.4y","unknown","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"3266",52,"entrepreneur","married","basic.9y","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",0
"3267",49,"blue-collar","married","basic.6y","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes",1
"3268",39,"management","married","unknown","no","no","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"3269",20,"blue-collar","single","high.school","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"3270",36,"entrepreneur","married","university.degree","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"3271",44,"services","divorced","high.school","no","yes","no","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"yes",1
"3272",34,"technician","divorced","professional.course","no","yes","yes","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes",1
"3273",67,"self-employed","married","university.degree","no","yes","yes","cellular","nov","tue",4,999,1,"failure",-3.4,92.649,-30.1,0.72,5017.5,"no",0
"3274",42,"admin.","married","university.degree","no","yes","yes","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"3275",41,"self-employed","single","university.degree","no","yes","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"3276",37,"technician","single","university.degree","no","yes","yes","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",0
"3277",35,"unknown","single","basic.4y","unknown","no","yes","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"3278",34,"entrepreneur","married","university.degree","no","yes","yes","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",0
"3279",48,"management","married","university.degree","no","no","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"3280",46,"admin.","single","high.school","no","no","yes","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"3281",57,"admin.","divorced","high.school","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"3282",54,"housemaid","married","basic.4y","no","yes","yes","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"3283",34,"admin.","married","basic.9y","no","yes","yes","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"3284",29,"technician","single","high.school","no","no","yes","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",0
"3285",38,"blue-collar","married","basic.9y","no","yes","yes","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no",0
"3286",27,"student","single","high.school","no","yes","yes","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"3287",42,"blue-collar","married","basic.6y","unknown","yes","yes","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"3288",35,"technician","divorced","professional.course","no","yes","yes","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",0
"3289",40,"entrepreneur","married","professional.course","unknown","yes","yes","cellular","apr","thu",1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no",0
"3290",44,"admin.","single","university.degree","no","yes","yes","telephone","may","mon",7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"3291",33,"admin.","single","university.degree","no","no","yes","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"3292",54,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-3.4,92.649,-30.1,0.719,5017.5,"no",0
"3293",32,"technician","married","high.school","no","yes","yes","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"3294",47,"admin.","single","university.degree","no","yes","yes","cellular","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no",0
"3295",40,"admin.","single","high.school","no","yes","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"3296",30,"admin.","married","university.degree","no","yes","no","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes",1
"3297",28,"technician","single","professional.course","no","yes","yes","cellular","jul","tue",2,6,1,"success",-1.7,94.215,-40.3,0.893,4991.6,"no",0
"3298",40,"entrepreneur","married","basic.4y","no","yes","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"3299",39,"blue-collar","married","basic.4y","no","yes","yes","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"3300",27,"technician","single","high.school","no","yes","yes","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",1
"3301",51,"housemaid","married","basic.4y","unknown","no","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",0
"3302",39,"admin.","divorced","professional.course","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",0
"3303",46,"admin.","married","university.degree","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"no",0
"3304",49,"unemployed","married","high.school","unknown","no","yes","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",0
"3305",47,"admin.","married","university.degree","no","yes","yes","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",0
"3306",32,"admin.","divorced","university.degree","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"3307",35,"entrepreneur","married","high.school","no","yes","yes","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no",0
"3308",27,"admin.","single","high.school","no","yes","no","cellular","may","wed",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",0
"3309",42,"blue-collar","married","basic.9y","no","no","yes","cellular","apr","thu",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no",0
"3310",35,"technician","married","university.degree","unknown","no","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"3311",37,"technician","single","university.degree","no","no","yes","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no",0
"3312",48,"blue-collar","married","basic.4y","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"3313",29,"unemployed","single","university.degree","no","no","yes","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"3314",50,"management","married","university.degree","no","yes","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"3315",30,"blue-collar","single","university.degree","no","no","yes","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"3316",58,"self-employed","divorced","university.degree","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",0
"3317",52,"blue-collar","married","basic.9y","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"3318",32,"entrepreneur","married","university.degree","no","yes","no","telephone","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no",0
"3319",55,"retired","married","basic.6y","unknown","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"3320",49,"technician","married","professional.course","unknown","yes","yes","telephone","jul","thu",12,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",0
"3321",35,"admin.","single","university.degree","no","no","yes","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"3322",41,"blue-collar","divorced","basic.6y","no","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"3323",44,"blue-collar","married","basic.6y","no","no","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"3324",35,"technician","married","professional.course","no","no","yes","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",0
"3325",44,"admin.","married","university.degree","no","no","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"3326",27,"technician","single","basic.9y","no","yes","yes","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no",0
"3327",35,"self-employed","married","university.degree","no","yes","yes","cellular","jun","thu",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes",1
"3328",33,"admin.","single","university.degree","no","yes","yes","cellular","nov","wed",2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no",0
"3329",35,"admin.","married","high.school","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,"no",0
"3330",32,"management","single","university.degree","no","no","yes","cellular","jul","fri",4,16,1,"success",-1.7,94.215,-40.3,0.896,4991.6,"no",0
"3331",39,"entrepreneur","single","university.degree","no","yes","yes","telephone","may","thu",9,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"3332",53,"blue-collar","married","high.school","unknown","yes","no","cellular","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"3333",26,"admin.","single","high.school","no","no","yes","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"3334",25,"self-employed","single","university.degree","no","no","yes","telephone","jun","mon",7,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no",0
"3335",39,"blue-collar","married","basic.9y","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"3336",33,"admin.","married","university.degree","unknown","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no",0
"3337",63,"management","married","basic.4y","unknown","yes","yes","cellular","nov","tue",4,999,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,"yes",1
"3338",59,"retired","married","basic.4y","no","no","no","telephone","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",0
"3339",52,"self-employed","single","professional.course","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",0
"3340",25,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"3341",29,"blue-collar","married","basic.9y","no","no","yes","cellular","may","wed",1,6,1,"success",-1.8,92.893,-46.2,1.281,5099.1,"no",0
"3342",48,"entrepreneur","married","basic.9y","unknown","no","yes","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"3343",35,"admin.","married","university.degree","no","yes","yes","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"3344",39,"technician","married","professional.course","no","yes","yes","cellular","jul","thu",1,999,1,"failure",-1.7,94.215,-40.3,0.81,4991.6,"no",0
"3345",31,"admin.","single","university.degree","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"3346",28,"blue-collar","single","professional.course","no","yes","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no",0
"3347",40,"self-employed","married","high.school","no","no","yes","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",0
"3348",39,"admin.","married","university.degree","no","no","yes","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no",0
"3349",41,"blue-collar","married","basic.4y","no","yes","yes","telephone","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"no",0
"3350",39,"housemaid","married","professional.course","no","yes","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"3351",30,"self-employed","married","professional.course","no","yes","yes","cellular","may","tue",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",0
"3352",40,"management","married","basic.9y","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no",0
"3353",32,"technician","married","professional.course","no","yes","no","cellular","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"3354",37,"admin.","divorced","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no",0
"3355",52,"admin.","married","university.degree","no","no","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,93.876,-40,0.677,5008.7,"yes",1
"3356",28,"student","single","basic.9y","no","yes","yes","cellular","mar","tue",1,999,0,"nonexistent",-1.8,92.843,-50,1.799,5099.1,"yes",1
"3357",43,"blue-collar","married","high.school","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"3358",31,"admin.","single","university.degree","unknown","yes","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",0
"3359",45,"housemaid","divorced","university.degree","no","no","yes","telephone","may","tue",6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"3360",47,"blue-collar","divorced","basic.4y","no","yes","yes","cellular","aug","mon",7,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",0
"3361",58,"admin.","divorced","university.degree","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0
"3362",33,"technician","single","high.school","no","yes","yes","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"3363",28,"blue-collar","single","university.degree","unknown","no","yes","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",0
"3364",47,"admin.","married","university.degree","unknown","no","yes","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"3365",38,"blue-collar","single","high.school","no","no","yes","telephone","mar","tue",3,6,2,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes",1
"3366",60,"management","married","university.degree","no","yes","yes","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"3367",28,"admin.","single","university.degree","no","yes","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",0
"3368",33,"self-employed","single","university.degree","no","yes","yes","cellular","mar","mon",2,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"yes",1
"3369",41,"entrepreneur","divorced","basic.9y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no",0
"3370",33,"student","single","unknown","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no",0
"3371",41,"management","married","high.school","unknown","yes","yes","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",0
"3372",30,"student","single","unknown","no","yes","yes","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"3373",54,"self-employed","divorced","high.school","unknown","no","yes","telephone","jul","mon",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"3374",46,"technician","single","professional.course","no","no","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no",0
"3375",32,"blue-collar","married","high.school","no","no","yes","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"3376",42,"technician","single","university.degree","no","yes","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no",0
"3377",29,"admin.","single","university.degree","no","no","yes","cellular","oct","mon",2,999,1,"failure",-3.4,92.431,-26.9,0.731,5017.5,"no",0
"3378",41,"blue-collar","married","unknown","unknown","no","yes","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"3379",24,"blue-collar","single","basic.6y","no","no","yes","telephone","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",0
"3380",44,"technician","divorced","unknown","no","no","yes","telephone","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"3381",58,"retired","married","basic.4y","no","yes","yes","cellular","jun","tue",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.252,5076.2,"no",0
"3382",31,"admin.","married","high.school","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"3383",34,"services","single","basic.9y","no","no","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",0
"3384",44,"admin.","married","high.school","no","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",0
"3385",59,"blue-collar","married","basic.4y","no","no","yes","cellular","may","thu",2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no",0
"3386",34,"technician","single","university.degree","no","no","yes","telephone","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",0
"3387",48,"management","married","university.degree","no","yes","yes","cellular","nov","mon",1,4,1,"success",-0.1,93.2,-42,4.191,5195.8,"no",0
"3388",47,"admin.","single","university.degree","no","no","yes","cellular","nov","tue",1,999,0,"nonexistent",-3.4,92.649,-30.1,0.72,5017.5,"no",0
"3389",54,"housemaid","married","basic.4y","unknown","no","yes","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"3390",44,"blue-collar","married","high.school","unknown","yes","yes","cellular","apr","thu",1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no",0
"3391",31,"management","single","university.degree","unknown","yes","yes","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",0
"3392",34,"blue-collar","married","professional.course","no","yes","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",0
"3393",29,"technician","single","basic.9y","no","unknown","no","telephone","apr","mon",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"3394",38,"technician","single","university.degree","no","yes","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",0
"3395",56,"admin.","married","unknown","no","yes","yes","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"3396",26,"technician","single","professional.course","no","yes","yes","cellular","apr","fri",2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no",0
