SeniorCitizen,WeekendBouncer,avgBounceTime,bounceInStreet,PaperlessBilling,monthlyDistanceBounced,totalDistanceBounced,Churn,phoneType,avgBounceDistance,avgBounceHeight
No,No,55,Yes,Yes,77.75,4458.15,Churn,Android,<1 ft.,<1 ft.
No,Yes,69,Yes,Yes,99.35,6856.45,No_Churn,Android,1-4 ft.,2+ ft.
No,No,1,Yes,Yes,50.75,50.75,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,54,Yes,No,87.1,4735.2,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,33,Yes,Yes,20.15,682.15,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,45,Yes,Yes,98.7,4525.8,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,11,No,No,25.2,321.05,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,6,Yes,Yes,55.7,335.65,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,21,Yes,No,65.35,1424.4,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,65,Yes,Yes,25.3,1748.55,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,6,Yes,Yes,84.35,474.9,Churn,Android,<1 ft.,<1 ft.
No,No,8,Yes,No,84.95,668.4,Churn,Android,<1 ft.,<1 ft.
No,No,11,Yes,Yes,73.85,926.25,Churn,Android,1-4 ft.,<1 ft.
No,Yes,43,Yes,No,24.25,1077.95,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,49,No,Yes,51.8,2541.25,Churn,Unknown,<1 ft.,1-2 ft.
Yes,No,1,Yes,No,46,46,Churn,Unknown,<1 ft.,<1 ft.
Yes,No,15,Yes,Yes,79.4,1156.1,Churn,Android,<1 ft.,<1 ft.
No,Yes,60,Yes,No,60.5,3694.45,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,17,No,No,25.1,382.8,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,16,Yes,Yes,71.8,1167.8,Churn,Android,<1 ft.,<1 ft.
No,Yes,35,Yes,No,20.05,746.75,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,44,Yes,No,88.4,3912.9,Churn,Android,<1 ft.,1-2 ft.
No,Yes,12,No,No,30.25,368.85,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,1,Yes,No,20.2,20.2,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,28,Yes,Yes,59.9,1654.7,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,70,Yes,No,25.15,1940.85,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,5,Yes,No,46,221.7,Churn,Unknown,<1 ft.,<1 ft.
No,No,18,Yes,No,101.3,1794.65,No_Churn,Android,<1 ft.,<1 ft.
No,No,70,Yes,Yes,76.95,5289.8,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,9,Yes,Yes,55.3,501.2,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,67,Yes,Yes,92.45,6140.85,No_Churn,Android,1-4 ft.,2+ ft.
No,No,1,Yes,Yes,48.45,48.45,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,18,Yes,No,19.35,309.25,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,4,Yes,No,51.75,201.1,Churn,Unknown,<1 ft.,<1 ft.
Yes,Yes,71,Yes,Yes,86.7,6179.35,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,30,Yes,Yes,94.4,2838.7,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,55.7,55.7,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,55,Yes,Yes,84.25,4589.85,No_Churn,Android,<1 ft.,1-2 ft.
No,No,59,Yes,Yes,64.65,3735.45,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,1,Yes,Yes,70.15,70.15,Churn,Android,<1 ft.,<1 ft.
No,No,7,Yes,Yes,69.2,477.55,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,45,Yes,No,54.65,2553.7,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,54,Yes,Yes,24.75,1342.15,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,51,Yes,Yes,23.95,1216.35,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,72,Yes,No,105,7578.05,No_Churn,Android,<1 ft.,1-2 ft.
No,No,44,Yes,Yes,59.85,2603.95,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,2,Yes,No,20.05,42.7,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,66,Yes,Yes,92.15,6056.9,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,68,No,No,44.8,2983.65,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,31,Yes,No,20.9,689.35,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,21,Yes,Yes,95.4,2025.1,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,21,Yes,No,80.35,1747.2,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,55,Yes,Yes,85.1,4657.95,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,9,No,Yes,34.7,296.1,Churn,Unknown,<1 ft.,<1 ft.
Yes,No,71,Yes,Yes,115.05,8016.6,No_Churn,Android,1-4 ft.,2+ ft.
No,No,1,Yes,Yes,81.1,81.1,Churn,Android,<1 ft.,<1 ft.
No,Yes,22,Yes,No,19.95,433.5,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,1,Yes,No,20.55,20.55,Churn,IPhone,4+ ft.,<1 ft.
No,No,61,Yes,Yes,106.6,6428.4,Churn,Android,1-4 ft.,2+ ft.
No,No,67,Yes,No,86.15,5883.85,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,14,Yes,No,78.85,1043.8,No_Churn,Android,<1 ft.,<1 ft.
No,No,59,Yes,Yes,106.75,6252.9,Churn,Android,1-4 ft.,<1 ft.
Yes,No,21,Yes,No,86.55,1857.25,No_Churn,Android,<1 ft.,<1 ft.
No,No,4,No,No,42.4,146.4,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,3,Yes,Yes,89.45,240.45,Churn,Android,<1 ft.,<1 ft.
No,No,70,Yes,No,24.25,1724.15,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,3,Yes,Yes,97.9,315.3,Churn,Android,1-4 ft.,<1 ft.
Yes,No,21,Yes,No,20.5,429.55,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,20,Yes,Yes,19.6,356.15,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,22,Yes,No,20.25,488.25,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,1,Yes,Yes,55.7,55.7,Churn,Unknown,<1 ft.,<1 ft.
No,No,63,Yes,Yes,20.6,1298.7,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,70,Yes,No,19.8,1378.75,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,13,Yes,Yes,79.8,973.45,Churn,Android,<1 ft.,<1 ft.
No,No,5,Yes,No,80.2,384.25,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,72,Yes,Yes,116.4,8543.25,No_Churn,Android,1-4 ft.,2+ ft.
No,No,13,No,Yes,31.65,389.95,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,61,Yes,No,94.15,5731.85,No_Churn,Android,1-4 ft.,<1 ft.
No,No,1,Yes,No,20.65,20.65,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,56,Yes,Yes,76.85,4275.75,No_Churn,Android,1-4 ft.,<1 ft.
No,No,4,Yes,No,20.15,84.5,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,35,Yes,No,55.25,1924.1,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,18,No,Yes,39.05,669.85,Churn,Unknown,<1 ft.,<1 ft.
No,No,72,Yes,No,82.15,5784.3,No_Churn,Unknown,<1 ft.,2+ ft.
Yes,No,49,Yes,No,103,5166.2,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,44,Yes,Yes,95.1,4060.55,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,3,Yes,Yes,83.9,267.4,Churn,Android,1-4 ft.,<1 ft.
No,Yes,37,Yes,Yes,95.15,3532.85,No_Churn,Android,<1 ft.,<1 ft.
No,No,61,Yes,Yes,79.8,4914.8,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,70,Yes,Yes,74.8,5315.8,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,1,Yes,Yes,69.85,69.85,Churn,Android,<1 ft.,<1 ft.
No,No,41,Yes,No,20.45,775.6,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,70,Yes,No,78.35,5445.95,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,1,Yes,Yes,53.55,53.55,Churn,Unknown,<1 ft.,<1 ft.
No,No,51,Yes,No,19.1,1007.8,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,42,Yes,No,20,833.55,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,70,Yes,No,93.9,6579.05,Churn,Android,1-4 ft.,2+ ft.
No,No,48,Yes,No,19.95,1004.5,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,68,Yes,Yes,113.15,7856,Churn,Android,1-4 ft.,2+ ft.
No,No,48,Yes,No,24,1183.05,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,26,Yes,No,84.95,2169.75,Churn,Android,<1 ft.,<1 ft.
No,No,11,Yes,Yes,80.5,896.9,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,19.3,19.3,Churn,IPhone,4+ ft.,<1 ft.
No,No,27,Yes,No,19.15,501.35,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,46,Yes,Yes,91.3,4126.35,No_Churn,Android,<1 ft.,1-2 ft.
No,No,1,Yes,Yes,49.65,49.65,Churn,Unknown,<1 ft.,<1 ft.
No,No,46,Yes,No,54.35,2460.15,Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,25,Yes,Yes,19.15,477.6,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,4,Yes,Yes,88.45,370.65,Churn,Android,<1 ft.,<1 ft.
No,No,13,Yes,No,19.75,265.75,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,31,Yes,Yes,75.5,2424.45,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,23,Yes,Yes,83.75,1849.95,No_Churn,Android,<1 ft.,<1 ft.
No,No,2,Yes,No,19.4,61.05,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,65,Yes,No,26.5,1698.55,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,22,Yes,Yes,90.5,1910.6,Churn,Android,1-4 ft.,<1 ft.
No,Yes,55,Yes,No,19.15,998.1,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,9,Yes,Yes,94.85,890.6,Churn,Android,1-4 ft.,<1 ft.
No,Yes,7,Yes,Yes,69.95,529.5,Churn,Android,<1 ft.,<1 ft.
No,Yes,35,No,No,40.9,1383.6,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,6,Yes,Yes,80.25,493.4,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,1,Yes,Yes,48.6,48.6,Churn,Unknown,<1 ft.,<1 ft.
No,No,17,Yes,Yes,70.8,1207,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,10,Yes,No,60.2,563.5,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,15,Yes,No,55.2,864.55,No_Churn,Unknown,1-4 ft.,1-2 ft.
Yes,No,40,No,Yes,55.8,2109.35,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,13,Yes,No,54.15,701.05,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,29,Yes,Yes,80.15,2265.25,Churn,Android,<1 ft.,<1 ft.
No,No,3,Yes,Yes,75.5,220.6,Churn,Android,<1 ft.,<1 ft.
Yes,No,58,Yes,Yes,100.4,5749.8,No_Churn,Android,1-4 ft.,<1 ft.
No,No,45,Yes,Yes,62.55,2796.45,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,72,Yes,Yes,70.45,5165.7,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,68,Yes,Yes,85.5,5696.6,No_Churn,Android,<1 ft.,1-2 ft.
No,No,1,Yes,Yes,20.2,20.2,Churn,IPhone,4+ ft.,<1 ft.
No,Yes,38,Yes,No,54.5,2076.05,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,2,Yes,No,20.75,44.2,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,11,Yes,No,20.35,215.25,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,20,Yes,Yes,91,1859.5,No_Churn,Android,<1 ft.,1-2 ft.
No,No,72,Yes,Yes,104.8,7470.1,No_Churn,Android,<1 ft.,2+ ft.
No,No,3,Yes,Yes,74.75,229.5,Churn,Android,<1 ft.,<1 ft.
No,No,23,Yes,Yes,104.05,2470.1,Churn,Android,1-4 ft.,<1 ft.
No,No,40,Yes,Yes,51.1,2092.9,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,62,Yes,Yes,89.8,5629.55,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,22,Yes,Yes,20.55,469.85,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,11,Yes,No,64.05,733.95,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,7,Yes,Yes,74.85,485.25,No_Churn,Android,<1 ft.,<1 ft.
No,No,13,Yes,Yes,96.65,1244.5,Churn,Android,<1 ft.,<1 ft.
Yes,No,1,Yes,No,20.05,20.05,Churn,IPhone,4+ ft.,<1 ft.
No,No,39,Yes,Yes,103.45,3994.45,Churn,Android,<1 ft.,<1 ft.
No,No,3,No,No,25,78.25,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,58,Yes,No,20.3,1131.5,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,6,Yes,No,26.35,184.05,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,1,Yes,Yes,19.9,19.9,Churn,IPhone,4+ ft.,<1 ft.
No,No,22,Yes,Yes,54.7,1178.75,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,14,No,No,46.35,667.7,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,64,Yes,No,90.25,5629.15,No_Churn,Android,<1 ft.,1-2 ft.
No,No,1,Yes,No,19.95,19.95,Churn,IPhone,4+ ft.,<1 ft.
No,No,6,Yes,No,20.65,109.3,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,1,Yes,No,79.6,79.6,Churn,Android,<1 ft.,<1 ft.
No,Yes,39,Yes,No,25.45,958.45,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,20,Yes,No,19.5,403.15,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,1,Yes,Yes,75.9,75.9,Churn,Android,1-4 ft.,<1 ft.
No,No,1,Yes,No,76.2,76.2,Churn,Android,<1 ft.,<1 ft.
No,No,64,Yes,Yes,66.15,4392.5,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,1,Yes,No,19.25,19.25,Churn,IPhone,4+ ft.,<1 ft.
No,No,46,Yes,Yes,69.1,3168,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,Yes,28,No,Yes,39.1,1096.6,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,33,Yes,No,20.05,669.45,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,39,Yes,No,59.8,2343.85,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,42,Yes,Yes,84.3,3588.4,Churn,Android,1-4 ft.,<1 ft.
No,No,1,Yes,Yes,48.6,48.6,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,7,Yes,Yes,79,522.95,Churn,Android,<1 ft.,<1 ft.
Yes,No,70,Yes,No,105.35,7511.9,No_Churn,Android,<1 ft.,2+ ft.
No,No,65,Yes,Yes,25.1,1725,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,Yes,No,49.75,49.75,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,18,Yes,Yes,94.75,1691.9,No_Churn,Android,<1 ft.,<1 ft.
No,No,24,Yes,Yes,93,2248.05,No_Churn,Android,<1 ft.,<1 ft.
No,No,63,Yes,Yes,71.9,4479.2,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,44,Yes,Yes,77.55,3471.1,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,4,Yes,Yes,19.85,63,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,1,Yes,Yes,70.25,70.25,Churn,Android,<1 ft.,<1 ft.
No,Yes,37,Yes,Yes,95.25,3314.15,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,10,Yes,Yes,84.6,865.55,Churn,Android,<1 ft.,<1 ft.
No,No,34,No,Yes,25.05,852.7,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,35,No,No,53.15,1930.9,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,4,Yes,No,20.15,91.4,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,39,Yes,Yes,101.25,3949.15,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,43,Yes,Yes,100.55,4304,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,17,Yes,No,24.1,409.9,Churn,IPhone,4+ ft.,<1 ft.
No,No,61,Yes,No,25.3,1554.9,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,49,Yes,No,71.8,3472.05,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,4,Yes,No,19.7,117.8,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,64,No,No,49.85,3210.35,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,3,Yes,Yes,69.6,207.4,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,1,Yes,No,19.75,19.75,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,40,Yes,No,80.8,3132.75,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,1,Yes,Yes,60,60,Churn,Unknown,1-4 ft.,<1 ft.
No,No,8,Yes,Yes,86.55,649.65,Churn,Android,<1 ft.,<1 ft.
Yes,No,1,Yes,Yes,20.85,20.85,Churn,IPhone,4+ ft.,<1 ft.
Yes,No,34,Yes,No,64.2,2106.3,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,1,No,No,35,35,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,39,No,Yes,50.75,2011.4,Churn,Unknown,<1 ft.,<1 ft.
Yes,No,58,Yes,Yes,105.5,6205.5,Churn,Android,1-4 ft.,1-2 ft.
No,Yes,45,Yes,No,19.2,903.7,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,6,Yes,Yes,85.15,503.6,Churn,Android,<1 ft.,<1 ft.
No,No,43,Yes,Yes,90.65,3882.3,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,41,Yes,Yes,20,879.8,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,5,Yes,Yes,74.65,383.65,No_Churn,Android,<1 ft.,<1 ft.
No,No,72,No,Yes,61.2,4390.25,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,4,Yes,No,19.95,68.2,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,9,Yes,No,54.8,452.8,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,72,Yes,Yes,73.45,5329,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,33,Yes,Yes,51.45,1758.9,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,72,Yes,No,80.45,5737.6,No_Churn,Android,<1 ft.,2+ ft.
No,No,22,Yes,Yes,54.2,1152.7,Churn,Unknown,1-4 ft.,<1 ft.
No,No,70,Yes,Yes,109.5,7674.55,Churn,Android,1-4 ft.,1-2 ft.
No,Yes,21,Yes,No,104.4,2157.95,Churn,Android,<1 ft.,<1 ft.
No,No,15,Yes,No,85.3,1219.85,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,29,Yes,Yes,79.3,2414.55,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,15,Yes,No,76.5,1155.6,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,Yes,71,Yes,Yes,105.1,7548.1,Churn,Android,<1 ft.,<1 ft.
Yes,No,72,Yes,No,25.4,1809.35,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,19,Yes,Yes,86.85,1564.4,No_Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,No,19.65,19.65,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,1,Yes,Yes,75.7,75.7,Churn,Android,<1 ft.,<1 ft.
No,No,2,Yes,No,45.55,84.4,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,Yes,11,Yes,Yes,78.1,864.85,No_Churn,Android,<1 ft.,<1 ft.
No,No,12,Yes,No,19.3,228.75,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,70,Yes,Yes,110.5,7752.05,No_Churn,Android,1-4 ft.,2+ ft.
Yes,No,20,Yes,No,90.8,1951,Churn,Android,<1 ft.,<1 ft.
No,No,23,Yes,Yes,20.3,470.6,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,49,Yes,No,81.35,4060.9,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,4,Yes,Yes,97.95,384.5,Churn,Android,<1 ft.,<1 ft.
No,No,32,Yes,Yes,108.15,3432.9,Churn,Android,1-4 ft.,<1 ft.
No,Yes,2,Yes,Yes,55.3,108.65,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,69,No,No,56.55,3952.65,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,6,Yes,Yes,80.5,463.05,Churn,Android,<1 ft.,<1 ft.
No,Yes,24,Yes,Yes,19.7,494.05,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,32,Yes,Yes,104.05,3416.85,No_Churn,Android,<1 ft.,1-2 ft.
No,No,27,Yes,No,52.85,1498.65,No_Churn,Unknown,<1 ft.,2+ ft.
Yes,No,27,Yes,Yes,104.3,2867.75,Churn,Android,1-4 ft.,<1 ft.
No,No,58,Yes,No,80.65,4807.35,No_Churn,Android,1-4 ft.,<1 ft.
No,No,1,Yes,Yes,71.35,71.35,Churn,Android,<1 ft.,<1 ft.
No,Yes,18,Yes,Yes,24.65,471.35,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,47,Yes,Yes,21.3,1041.8,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,70,Yes,Yes,110.2,7689.8,No_Churn,Android,1-4 ft.,2+ ft.
No,No,13,Yes,No,89.4,1132.35,Churn,Android,1-4 ft.,<1 ft.
No,Yes,36,Yes,No,51.05,1815,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,67,Yes,Yes,19.8,1311.3,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,10,Yes,Yes,19.9,199.45,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,19,Yes,Yes,87.3,1637.3,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,71,Yes,No,19.85,1326.35,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,72,Yes,Yes,89.4,6376.55,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,48,Yes,No,20,935.9,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,Yes,No,20.05,20.05,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,18,Yes,No,83.25,1611.15,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,1,Yes,No,20.6,20.6,Churn,IPhone,4+ ft.,<1 ft.
Yes,No,67,Yes,No,102.9,6989.7,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,69,No,No,39.1,2779.5,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,19,Yes,Yes,99.95,1931.75,Churn,Android,<1 ft.,<1 ft.
Yes,No,72,Yes,Yes,114.5,8331.95,No_Churn,Android,1-4 ft.,2+ ft.
Yes,No,38,Yes,No,20.2,735.9,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,40,Yes,No,55.8,2283.3,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,61,Yes,Yes,24.2,1445.2,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,10,Yes,Yes,81,818.05,Churn,Android,<1 ft.,<1 ft.
No,No,32,Yes,Yes,72.8,2333.05,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,21,Yes,Yes,99.85,1992.55,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,59,Yes,Yes,99.5,5890,No_Churn,Android,<1 ft.,1-2 ft.
Yes,No,13,Yes,Yes,70.15,916.75,Churn,Android,<1 ft.,<1 ft.
No,No,47,Yes,No,20.25,1029.8,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,69,Yes,Yes,26,1796.55,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,2,Yes,Yes,19.9,33.7,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,22,Yes,No,19.05,454.05,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,15,Yes,Yes,96.5,1392.25,No_Churn,Android,<1 ft.,<1 ft.
No,No,53,Yes,No,19.85,1049.6,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,28,Yes,No,25.7,734.6,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,22,Yes,No,20.3,475.1,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,1,Yes,Yes,70.15,70.15,Churn,Android,<1 ft.,<1 ft.
Yes,No,16,Yes,Yes,91.55,1540.05,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,48,No,No,39.4,1978.65,No_Churn,Unknown,1-4 ft.,2+ ft.
Yes,No,30,Yes,Yes,105.7,3181.8,No_Churn,Android,1-4 ft.,<1 ft.
No,No,3,Yes,Yes,70.25,229.7,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,57,Yes,No,93.75,5625.55,No_Churn,Android,1-4 ft.,2+ ft.
Yes,No,68,Yes,Yes,96.55,6581.9,Churn,Android,<1 ft.,1-2 ft.
No,No,23,Yes,No,60,1347.15,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,65,Yes,Yes,59.8,3808.2,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,44,Yes,Yes,90.65,3974.15,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,71,Yes,Yes,109,7661.8,No_Churn,Android,<1 ft.,2+ ft.
No,No,37,Yes,No,68.1,2479.25,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,12,Yes,No,20.4,266.6,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,69,Yes,Yes,81.95,5601.4,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,35,Yes,No,60.55,1982.6,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,5,Yes,Yes,65.6,339.9,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,58,Yes,No,82.5,4828.05,No_Churn,Android,<1 ft.,2+ ft.
No,No,72,Yes,Yes,82.3,5980.55,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,72,Yes,No,68.15,4808.7,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,1,Yes,No,20.3,20.3,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,39,Yes,Yes,95.55,3692.85,Churn,Android,1-4 ft.,1-2 ft.
No,Yes,53,Yes,No,20.2,1068.15,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,27,Yes,Yes,89.2,2383.6,No_Churn,Android,1-4 ft.,<1 ft.
Yes,No,1,Yes,Yes,69.65,69.65,Churn,Android,<1 ft.,<1 ft.
